text,lang
"bghit n3awd tchargi app djezzy f android, google play katgol incompatible",darija_latin
wach l service client djezzy kaykhdem fin semaine?,darija_latin
signal f biskra b djezzy 3ar w f ooredoo maziane,darija_latin
m3andich internet f sim mobilis b3da tchargit 100da,darija_latin
"bghit ykoun forfait li fih sms, appels w internet b nafs lwa9t",darija_latin
dirt forfait snapchat w l video kay9ta3 kol chwiya,darija_latin
wach 3andhom service kifach n7ssab ch7al b9a lia f l'offre?,darija_latin
kaynin chi apps nta3 djezzy ghira li f play store?,darija_latin
bghit nchargi l'offre li kat3ti 10Go b 300da f mobilis,darija_latin
kayjiya message kol nhar f l 3chiya mn djezzy promo jdida,darija_latin
signal nta3 mobilis yb9a R f win nji,darija_latin
"dirt sim djezzy f router, kayb9a signal low",darija_latin
"golt ndir forfait youtube f ooredoo, l3ib lia b solde",darija_latin
l'offre nta3 ooredoo 1Go f nhar hiya li 3andha chi m9an,darija_latin
kont bghit nsift files b whatsapp w signal ma s7abch,darija_latin
signal nta3 mobilis khir men djezzy f blasti,darija_latin
"golt ndir speed test, kayban 0.5mbps w hya 4g",darija_latin
"bghit tchargi m3 mobilis, katsali recharge bzzaf",darija_latin
signal nta3 djezzy yti7 m3a 3chiya,darija_latin
dirti tactivation l sim jdida walakin ma tkhdemch daba,darija_latin
kayjiya code m3atla f sms nta3 validation,darija_latin
ma fhmtch kifach signal f téléphone maziane w f PC b3if,darija_latin
kont f taxi w kayjiya call w ma s7abch daba,darija_latin
service client ooredoo mab9ach kayrj3 l'appels,darija_latin
signal f bladi yti7 kif l electricity,darija_latin
bghit nrj3 recharge li 9lt biha ghalta,darija_latin
"l'offre nta3 djezzy wliyt manfhamch, kol nhar chi jdida",darija_latin
"kont nb9a f mobilis, walakin service client b slow",darija_latin
bghit recharge b code mais kaygouli déjà utilisé,darija_latin
tchargit forfait f djezzy wallet walakin ma tactivatch,darija_latin
kayji notification promo 20Go walakin ma kaynch f app,darija_latin
sahbi chra sim djezzy walakin ma bghatch tsajel f réseau,darija_latin
"l'application nta3 mobilis 3amra bugs, ma t7ellch",darija_latin
"chaft promo f instagram 3la ooredoo, walakin f app ma kaynach",darija_latin
"kol nhar kayjiya SMS mn 5005, 3iyt menhom",darija_latin
"dirti l'offre Facebook b 50da, walakin ma kaykhdemch l video",darija_latin
"kont nbghi n3ayet l service client djezzy, b9it tstana 20 min",darija_latin
signal nta3 mobilis hna f la campagne ma kaynch,darija_latin
"tchargit code recharge, kayban invalid o jarrabt 3 marat",darija_latin
wach kayn forfait spécial 3la TikTok f mobilis?,darija_latin
"dirna partage d’internet mn sim ooredoo, mchat lia 5Go fl 1h",darija_latin
"golti 4G, walakin ma kay9ra ch YouTube b wayhdi",darija_latin
sim nta3 mobilis kayjiya blocked ba3d redémarrage,darija_latin
"bghit ndir portability mn djezzy l mobilis, kifach ndir?",darija_latin
"dirti scan code b app ooredoo, walakin kaytla3 erreur",darija_latin
"ghadi nsayb compte f djezzy wallet, kaygol nom invalide",darija_latin
"signal yti7 ki ndkhol l garage, kifach ndir n9awih?",darija_latin
service client kayjawbni b voix robotique f chaque appel,darija_latin
"dirti offre Netflix f mobilis, walakin b9a t9ta3",darija_latin
kont f centre ooredoo w ch7al d temps kaytla3 f attenda,darija_latin
3raft b li kayn offre 30Go f 1000da w makaynch f app,darija_latin
wach kayna offre juste l'appels f djezzy?,darija_latin
service after sale nta3 sim rah b slow bzaf,darija_latin
l’app kay9oli sim unsupported m3a télé Android,darija_latin
kayji SMS mn djezzy li fih erreur f lien,darija_latin
"bghit ndir recharge automatique, kay9t3 mn lcompte bla alert",darija_latin
"kayji SMS 3la forfait b 100da, walakin kaytkhlas 120da",darija_latin
application djezzy hya li katmchi ghir b vpn parfois,darija_latin
golt ndir configuration Internet w ma b9ach signal,darija_latin
"tchargit recharge mn poste pay, makanch f solde djezzy",darija_latin
"golti 5Go f 7 jours, b9a 2 jours o ma b9ach data",darija_latin
"chofna erreur f appel f sim mobilis, mab9ach ytsanna",darija_latin
"bghit nbadal sim ooredoo li da3 lia, wach ndir la déclaration?",darija_latin
3andhom l'offre 1Go fl nhar f promo spécial Ramadan?,darija_latin
signal kayb9a fluctue kif l météo,darija_latin
connection ma t9drch tsafer biha l Zoom call,darija_latin
"ghadi nchargi mn l’application mobilis, b9it stuck f payment",darija_latin
sma3t chi wahed kaybi3 l code recharge djezzy b solde moins cher,darija_latin
dirna groupe 3la WhatsApp y complainiw f mobilis,darija_latin
"tchargit 200da, walakin solde b9a howa howa",darija_latin
ma3raftch kifach nsupprimiw l anciens offers f l’app,darija_latin
كي راك خويا؟ كلشي لباس؟,darija_arabic
راني تعبان بزاف اليوم,darija_arabic
شحال دالوقت؟,darija_arabic
بغيتي تروح للسوق ولا للبحر؟,darija_arabic
علاه ما جاوش؟,darija_arabic
قولهم يتصنطولي مليح,darija_arabic
درك نجي، استنى شوية,darija_arabic
كي تكمّل، عيطلي,darija_arabic
صحيت بزاف خويا,darija_arabic
نروحوا نتمشاو في لاكورنيش؟,darija_arabic
لاباس عليك؟,darija_arabic
واش راك مليح ولا لا؟,darija_arabic
راني مشارج بزاااف,darija_arabic
غدوة نديرو باربكيو,darija_arabic
علاش ما تجي معنا؟,darija_arabic
هو قال بيها,darija_arabic
شوف انت واش تدير,darija_arabic
نسيت واش قلتلك,darija_arabic
يكون خير إن شاء الله,darija_arabic
هادي سميتها دارجة، ماشي عربية,darija_arabic
واش راك لاباس؟,darija_arabic
هادي هي المسألة!,darija_arabic
سمعت شي حاجة على جيزي؟,darija_arabic
بغيت نمشي للبحر اليوم,darija_arabic
يا خو راني تعبان,darija_arabic
ماشي كل واحد يفهم,darija_arabic
كيفاش ندير هاد المشكلة؟,darija_arabic
راني نستنى في طاكسي,darija_arabic
انت دابا فين راك؟,darija_arabic
ما تخافش راهي بصلا,darija_arabic
هادشي ما عجبنيش,darija_arabic
قلتلك ما تديرهاش,darija_arabic
صحابتي جات اليوم,darija_arabic
درنا فييستا البارح,darija_arabic
أنا في دارنا دابا,darija_arabic
خاصني نقرا شوية,darija_arabic
حيت راني مدمّر,darija_arabic
طلع عليا الضغط,darija_arabic
قلت نجي معاك,darija_arabic
مالك دايخ هكا؟,darija_arabic
عيتلهم وما ردوش!,darija_arabic
شحال كيدخل الانترنت في فورفي أوريدو؟,darija_arabic
جيزي دابا عندها برومو جديدة,darija_arabic
ما فهمتش كيفاش ندير كونفيغيراسيون 4G,darija_arabic
كتبقى الكونكسيون تقطع ولا بطيئة,darija_arabic
غير ندير ريشارج كيمشي ديركت,darija_arabic
واش فبالك بهاد العرض ديال موبيليس؟,darija_arabic
خاصني الكود ديال الويفي اللي في المودام,darija_arabic
أورنج عندهم فورفي ب 1000 دج,darija_arabic
كيمشي الكريدي بزاف في المكالمات,darija_arabic
كونكسي بطيئة دابا، اشرح لي شوية,darija_arabic
أنا مع جيزي وماكانش مشكل,darija_arabic
فودافون كاينة في الخارج بقات تحت الكوفراتور,darija_arabic
علاش ما كيرسلوش SMS تأكيد؟,darija_arabic
غلاو الانترنت هدوما!,darija_arabic
نشوف العرض وندير مقارنة,darija_arabic
دير سبيد تست وشوف الديبيت,darija_arabic
الفورفي يجيب لك 10 جيغا ف الشهر,darija_arabic
كونكسي بالويفي مزيانة، 4G ما سرعاتش,darija_arabic
بغيت ندير بورتابيليتي لجيزي,darija_arabic
أوريدو عندها مِيّور كوفراتور ف بلاصتي,darija_arabic
كيعطيك 1 جيغا بونيس مع كل ريشارج,darija_arabic
راني عيط بجليزي، ما كانسمعش مزيان,darija_arabic
كيجي SMS مع كود فيريفيكاسيون ب زربة,darija_arabic
خاصني نعرف كيفاش نصيفط MMS,darija_arabic
مشات ليا الصولد بلا ما نفهم كيفاش,darija_arabic
ما كاينش السيغنال دابا، راه بصفر,darija_arabic
بغيت نطلانصي الانترنت بشي فورفي قليل,darija_arabic
تليفونات موبيليس ف المحلات ولات غالية,darija_arabic
ف التليفون ديالي 4G ما تصرّاتش مزيان,darija_arabic
درت ريشارج ف البوتيك ما تشارجاتش,darija_arabic
أوريدو عطاوني 5 جيغا ب 1000 دج اللي واعرة,darija_arabic
الكونكسيون فسخت وحدة وحدة,darija_arabic
كيبقاو يشارجيو ليا سيرفيسات ما بغيتهمش,darija_arabic
اللي ف أورنج، واش كاينة 5G دابا؟,darija_arabic
سميتي ما بقاتش ملي تشارجات السيم,darija_arabic
ف الأبلي ما كانش أوبسيون ديال العروض الجداد,darija_arabic
جيزي كيبعتو SMS ب زربة بزاف,darija_arabic
راني نعيط وتتسد ليا دابا دابا,darija_arabic
ما تقاوناش النت فالعرُوب,darija_arabic
صحابتي عندها مشكل مع جيزي، قالت ليا كيتسدو عليها المكالمات حتى ف وقت الحاجة، ودابا كتسول واش كاينة شي سولوسيون ولا لا,darija_arabic
الكونكسيون ديال أوريدو ف هاد الحومة ما عندهاش استابيليتي، نهار تجي بسرعة زوينة ونهار آخر ما كتمشيش حتى ل واتساب، هادي ما بقاتش كاينة,darija_arabic
مشات ليا الريشارج اللي درتها من الأب، ولكن ما زادوش ليا الصولد، عاودت تواصلت مع السيرفيس كلون وگالو لي صبري غير 24 ساعة,darija_arabic
التليفون ديالي كيبقى يدير إيرور ف السيم ديال موبيليس، راه ديجا جربت سيم أخرى وخدمات نرمال، دابا كنتسول واش السيم خاصها ريمبلاسمون,darija_arabic
دنيا خلتني نحس أن الفورفي كيتخلص بزاف على والو، ودابا كيقاطعونا بالـ SMS ملي ندير الريشارج أو نستعمل الانترنت,darija_arabic
راني عندي سؤال، علاش أوريدو كيديرو بونيس ما فهمتش كيفاش كيخدم؟ درت ريشارج ب 200 دج وعطاوني 500 دج داتا بونيس,darija_arabic
كيجيني ميساج ديال SFR ف التليفون ديالي وأنا ما عنديش سيم ديالهم، شوف واش ممكن يكون شي إيرور ف الريزو ولا الهاردوير,darija_arabic
غادي نكون فرحان إلا كان شي عرض فيه واتساب لا محدود بثمن مناسب، حيث دابا الفورفيات غاليين بزاف,darija_arabic
قالو ليا بلي فودافون ف فرنسا كيعطي انترنت لا محدود ف الفورفي ديال 25 يورو، واش كاين شي حاجة بحال هكا ف موبيليس ولا جيزي؟,darija_arabic
درت الريشارج ف البيرو طاباك، ولكن ميساج التأكيد ما جاش ليا دابا، تسنيت 15 دقيقة وما كاين والو، صيفطت *611# ما خدمتش,darija_arabic
مني نعيط للسيرفيس كلون ديال موبيليس، كيعطيوك صوت أوتوماتيك كيسول بالدارجة، ولكن ما كانفهمش الاختيارات اللي كيعطيو,darija_arabic
ماشي كل واحد يعرف يدير باراميتراج ديال 4G، دابا خاصكم تديرو فيديوهات بالدارجة وتحطوها ف يوتيوب باش نعرفو كيفاش نبراميترو,darija_arabic
كنخدم بسيم أوريدو ف المودام، ولكن دابا كيتقطع الاتصال كل 15 دقيقة، خاصني نعرف واش المشكل ف السيم ولا المودام,darija_arabic
كنت فالبلّاج ف جيجل والريزو ديال جيزي ما كانش خالص، ما عندهمش الكوفراتور هنا، خاصكم تديرو تحديث للريزو,darija_arabic
عرفتي واحد صعيق، عندو جوج كارت سيم، وحدة ديال موبيليس ووحدة ديال أورنج فرنسا، كيعرف كيفاش يخدم بيهم ف نفس الوقت,darija_arabic
خدمت الأب ديال جيزي باش نخدم العرض، ولكن ما تشارجاتش ليا الداتا اللي واعدين بيها، دابا بغيتكم تشوفو شي حل,darija_arabic
واش كاين شي عرض ف موبيليس اللي كيخدم فيه فايسبوك وتيك توك بلا محدود؟ حيث دابا كيتقطع عليا النت بسرعة,darija_arabic
SMS اللي كتصيفطو ف عروض جيزي ما فهمتش شنو كتسوى ولا كيفاش نفعّلها، خاصكم تحسنو الكومينيكاسيون مع الكليان,darija_arabic
ف أوريدو جربت شي عرض، ملي خدمتها سالات ليا الداتا بسرعة، ولكن ما كاينش سويفي ف الأب,darija_arabic
كنت بغيت ندير بورتابيليتي من موبيليس لجيزي ولكن قالولي خاصني نستنى 3 أيام باش تتسراح، دابا كتأخذ وقت بزاف,darija_arabic
دابا واش كاين شي عرض ف جيزي اللي كتسوقوه ف فايسبوك فيه واتساب وتيك توك لا محدود بثمن مناسب؟,darija_arabic
أنا كنت نصيفط SMS 700 باش نخدم العرض، ولكن العرض ما تفعلش، غير تلسق ليا الصولد وجاني ميساج غريب,darija_arabic
شنو أحسن أوبيراتور اللي كيعطي كوفراتور مزيانة ف بلاد كبيرة بحال لغواط؟ علاش كلشي خدام غير ف تلمسان؟,darija_arabic
أوريدو عندهم عروض زوينة ف الإشهار، ولكن ملي تدير ريشارج كتلقاها ما فيهاش بونيس، هادو غير تسويق,darija_arabic
خويا شريت سيم كارت دجيزي بصح ما تخدماتش,darija_arabic
تطبيق موبليس راهو يهنق بزاف، ما يفتحليش,darija_arabic
شفت إعلان تاع أوريدو فالأنستغرام، بصح فالآب ماكانش,darija_arabic
كل نهار يجيني مساج من 5005، وليت مخنوق,darija_arabic
درت عرض فايسبوك بـ50 دج، بصح الفيديو ما يخدمش,darija_arabic
حبيت نعيط للزابون تاع دجيزي، قعدت نستنى 20 دقيقة,darija_arabic
سيڨنال موبليس فالدوّار راح كامل,darija_arabic
كشطيت كود التعبئة، عطالي خطأ وعاودت 3 مرات,darija_arabic
واش كاين فورفي خاص بتطبيق تيك توك فموبليس؟,darija_arabic
قسمنا الانترنت من أوريدو، راحتلي 5Go في ساعة,darija_arabic
قالولي 4G بصح اليوتيوب ما يحملش,darija_arabic
السيم كارت تاع موبليس تحبّس كي نرستار الهاتف,darija_arabic
نحب نحول الرقم تاعي من دجيزي لموبليس، كيفاه؟,darija_arabic
سكانيت الكود فالآب تاع أوريدو، عطالي إيرور,darija_arabic
حبيت ندير كومبت ف djezzy wallet، قالولي الاسم خاطئ,darija_arabic
السيڨنال يطيح كي ندخل للڨراج، واش ندير؟,darija_arabic
الزابون كل مرة يجاوبني بروبو تلقائي,darija_arabic
درت عرض نتفليكس من موبليس، بصح راهي تقطع,darija_arabic
رحت للوكالة تاع أوريدو، قعدت نستنى بالزاف,darija_arabic
سمعت كاين عرض 30Go بـ1000دج بصح ما لقيتوش فالآب,darija_arabic
واش كاين عرض غير للمكالمات في دجيزي؟,darija_arabic
خدمة ما بعد البيع راهي تمشي ببطء كبير,darija_arabic
التطبيق يقوللي السيم غير مدعوم فالتلفون,darija_arabic
يجيني مساج من دجيزي فيه لينك خاطئ,darija_arabic
حبيت ندير تعبئة أوتوماتيكية، تنقصلي دراهم بلا تنبيه,darija_arabic
يجيني إشعار بعرض 100دج بصح يتخصملي 120دج,darija_arabic
تطبيق دجيزي يخدم غير مع VPN مرات,darija_arabic
درت كونفيݣ الانترنت وبقا السيڨنال طايح,darija_arabic
شحنت من بريدي موب، بصح ما زادليش الرصيد,darija_arabic
قالولي 5Go في 7 أيام، بقات يومين وما بقاتش داتا,darija_arabic
كاين خطأ فالمكالمات مع سيم موبليس، ما بقاش يستنى,darija_arabic
